word,pronunciation,meaning1,meaning2,meaning3
canvas,'kænvəs,vải bạt,lều; buồm (làm bằng vải bạt),vải căng để vẽ; bức vẽ
chromosome,'krouməsoum,"(sinh vật học) nhiễm thể, thể nhiễm sắc",,
humidity,hju:'miditi,sự ẩm ướt,độ ẩm,
ammunition,",æmju'niʃn",đạn dược,(thuộc) đạn dược,"(nghĩa bóng) lý lẽ, sự kiện (để công kích hay bào chữa)"
spectral,'spektrəl,(thuộc) bóng ma; như bóng ma,(vật lý) (thuộc) quang phổ,
automation,",ɔ:tə'meiʃn",sự tự động hoá; kỹ thuật tự động,,
instructional,in'strʌkʃənl,(thuộc) sự dạy,"(thuộc) kiến thức truyền cho; có tính chất tin tức cung cấp cho, có tính chất là tài liệu cung cấp cho","có tính chất chỉ thị, có tính chất là lời hướng dẫn"
demographic,",di:mə'græfik",(thuộc) nhân khẩu học,,
permissible,pə'misəbl,"cho phép được, chấp nhận được, dung được",,
heir,eə,"người thừa kế, người thừa tự",(nghĩa bóng) người thừa hưởng; người kế tục (sự nghiệp),
ted,ted,"giũ, trở (cỏ, để phơi khô)",,
plateau,'plætou,cao nguyên,đoạn bằng (của đô thị),"khay có trang trí, đĩa có trang trí"
seventeenth,'sevn'ti:nθ,thứ mười bảy,một phần mười bảy,người thứ mười bảy; vật thứ mười bảy; ngày mười bảy
uptake,' pteik,trí thông minh; sự hiểu,(kỹ thuật) ống thông hi,
trademark,,<vt>  TM nhãn hiệu đăng ký,đặc điểm phân biệt,
inappropriate,",inə'proupriit","không thích hợp, không thích đáng",,
facial,'feiʃəl,(thuộc) mặt,sự xoa bóp mặt,
esteem,is'ti:m,"sự kính mến, sự quý trọng","kính mến, quý trọng","coi là, cho là"
historically,,"về mặt lịch sử, về phương diện lịch sử",,
comprise,kəm'praiz,"gồm có, bao gồm",,
dispose,dis'pouz,"sắp đặt, sắp xếp, bó trí","làm cho có ý định, làm cho có khuynh hướng, làm cho có tâm trạng, làm cho có ý muốn",quyết định
irrelevant,i'relivənt,không thích đáng; không thích hợp,,
seismic,'saizməl,"(thuộc) động đất, (thuộc) địa chấn",,
satisfactorily,,một cách hài lòng,,
moist,mɔist,"ẩm; ẩm ướt, ướt lấp nhấp",(y học) chẩy m,
militia,mi'liʃə,dân quân,,
dosage,'dousidʤ,sự cho liều lượng (thuốc uống),liều lượng,
mistress,'mistris,bà chủ nhà,bà chủ (người đàn bà có quyền kiểm soát hoặc định đoạt),người đàn bà am hiểu (một vấn đề)
kinetic,kai'netik,(thuộc) động lực; do động lực,(thuộc) động lực học,
auction,'ɔ:kʃn,sự bán đấu giá,,
robust,rə'bʌst,"khoẻ mạnh, tráng kiện, cường tráng",làm mạnh khoẻ; đòi hỏi sức mạnh,"ngay thẳng, thiết thực (trí óc...)"
archaeology,",ɑ:ki'ɔlədʤi",khảo cổ học,,
semantic,si'mæntik,(thuộc) ngữ nghĩa học,,
autonomous,ɔ:'tɔnəməs,tự trị,,
scrap,skræp,"mảnh nhỏ, mảnh rời","(số nhiều) đầu thừa đuôi thẹo, mấu thừa","đoạn cắt, ảnh cắt (cắt ở báo để đóng thành tập)"
adaptive,,(Tech) mang tính thích nghi,,
pledge,pledʤ,"của đợ, của tin, của thế nợ, vật cầm cố; sự cầm cố, tình trạng bị cầm cố","vật bảo đảm, việc bảo đảm, bằng chứng; (nghĩa bóng) đứa con (vật bảo đảm cho tình yêu của đôi vợ chồng)","sự chuộc rượu mừng, sự nâng cốc mừng sức khoẻ"
prevalent,'prevələnt,"thường thấy, thịnh hành, đang lưu hành",,
paradigm,'pærədaim,mẫu,(ngôn ngữ học) hệ biến hoá,
fertile,'fə:tail,"tốt, màu mỡ (đất)",có khả năng sinh sản,
tensile,'tensail,"căng dãn ra, có thể căng dãn ra",,
zero,'ziərou,"(toán học); (vật lý) zêrô, số không",độ cao zêrô (máy bay),"trạng thái không, trạng thái hết hoàn toàn, trạng thái hết sạch; điểm thấp nhất"
terrain,'terein,"(quân sự),  (địa lý,địa chất) địa thế, địa hình địa vật",,
cult,kʌlt,"sự thờ cúng, sự cúng bái","sự tôn sùng, sự tôn kính, sự sùng bái; sự sính","(từ Mỹ,nghĩa Mỹ) giáo phái"
verify,'verifai,"thẩm tra, kiểm lại","xác minh (lời nói, sự kiện)","thực hiện (lời tiên đoán, lời hứa...)"
tangible,'tændʤəbl,"có thể sờ mó được, hữu hình","đích xác, xác thực, hiển nhiên, rõ ràng, không thể nghi ngờ được",
segregation,",segri'geiʃn","sự tách riêng, sự chia tách, sự phân ly, sự phân biệt",(số nhiều) sự phân ly,
intestinal,in'testinl,(thuộc) ruột; giống ruột,trong ruột,
cedar,'si:də,(thực vật học) cây tuyết tùng,,
dominance,'dɔminəns,"thế hơn, thế trội hơn, ưu thế","thế thống trị, địa vị; địa vị thống trị",
obscure,əb'skjuə,"tối, tối tăm, mờ, mờ mịt","không rõ nghĩa, tối nghĩa","không có tiếng tăm, ít người biết đến"
ammonium,ə'mounjəm,(hoá học) Amoni,(thuộc) amoni,
subsistence,səb'sistəns,sự tồn tại,"sự sống, sự sinh sống; sinh kế",
disciplinary,'disiplinəri,(thuộc) kỷ luật; để đưa vào kỷ luật,có tính chất rèn luyện trí óc; để rèn luyện trí óc,
permeability,",pə:mjə'biliti",tính thấm,(điện học) độ thấm từ,
hostility,hɔs'tiliti,sự thù địch; thái độ thù địch; hành vi thù địch,tình trạng chiến tranh,(số nhiều) hành động chiến tranh; chiến sự
complementary,",kɔmpli'mentəri","bù, bổ sung",,
intercourse,'intəkɔ:s,"sự giao thiệp, sự giao dịch, sự giao hữu","sự trao đổi ý nghĩ, sự trau đổi tình cảm","sự ăn nằm với nhau, sự giao cấu"
prototype,prototype,"người đầu tiên; vật đầu tiên; mẫu đầu tiên, nguyên mẫu",,
diffraction,di'frækʃn,(vật lý) sự nhiễu xạ,,
maid,meid,con gái; thiếu nữ,"đầy tớ gái, người hầu gái",
feminist,'feminist,người theo thuyết nam nữ bình quyền,người bênh vực bình quyền cho phụ nữ,
purification,",pjuərifi'keiʃn","sự làm sạch, sự lọc trong, sự tinh chế",(tôn giáo) lễ tẩy uế (đàn bà sau khi đẻ),lễ tẩy uế của Đức mẹ Ma-ri
treatise,'tri:tiz,"luận án, luận thuyết",,
sulfate,,"<hóa> Sunfat, muối của axit xunfuric",,
cite,sait,"dẫn, trích dẫn",(pháp lý) đòi ra toà,nêu gương
aerial,'eəriəl,"ở trên trời, trên không",(thuộc) không khí; nhẹ như không khí,"không thực, tưởng tượng"
wicked,'wikid,"xấu, hư, tệ, đồi bại, tội lỗi","ác, độc ác",nguy hại
undesirable,'ʌndi'zaiərəbl,"không ai ưa, không ai thích",người không ai ưa,
credibility,",kredi'biliti",sự tín nhiệm; sự đáng tin,,
muslim,,Cách viết khác : Moslem,,
duct,'dʌki,"ống, ống dẫn",,
illumination,"i,lju:mi'neiʃn","sự chiếu sáng, sự rọi sáng, sự soi sáng","sự treo đèn kết hoa; (số nhiều) đèn treo (để trang hoàng thành phố...), hoa đăng","sự sơn son thiếp vàng, sự tô màu rực rỡ (chữ đầu chương sách, bản cảo...); (số nhiều) chữ sơn son thiếp vàng, hình tô màu rực rỡ (để trang trí cho một cuốn sách, bản cảo...)"
mediation,",mi:di'eiʃn","sự điều đình, sự hoà giải, sự dàn xếp",,
latitude,'lætitju:d,độ vĩ; đường vĩ,"((thường) số nhiều) miền, vùng",bề rộng
adsorption,æd'sɔ:pʃn,(hoá học) sự hút bám,,
cosmic,'kɔzmik,(thuộc) vũ trụ,"rộng lơn, khổng lồ","có thứ tự, có trật tự, có tổ chức, hài hoà"
reconciliation,'rekənsailmənt,"sự hoà giải, sự giảng hoà","sự hoà hợp, sự điều hoà (những ý kiến bất đồng...); sự làm cho nhất trí (nguyên tắc với hành động...)",
yeast,ji:st,"men, men rượu, men bia","bọt (rượu lên men, sóng...)",
cholesterol,,"chất béo gây xơ cứng động mạch, Colextêrôn",,
hereinafter,'hiərin'ɑ:ftə,ở dưới đây,,
sludge,'slʌdʤ,"bùn đặc, bùn quánh","nước cống, nước rãnh, nước rác",tảng băng rôi
nutritional,,dinh dưỡng,,
omission,ou'miʃn,"sự bỏ sót, sự bỏ quên, sự bỏ đi","điều bỏ sót, điều bỏ quên, điều bỏ đi","sự không làm tròn, sự chểnh mảng"
chorus,'kɔ:rəs,"hợp xướng, đồng ca",cùng nói,
premature,",premə'tjuə","sớm, yểu non","hấp tấp, vội vã",sự nổ sớm (lựu đạn...)
orthodox,'ɔ:θədɔks,chính thống,,
mileage,'mailidʤ,tổng số dặm đã đi được,phụ cấp đi đường (tính theo dặm),cước phí (chuyên chở... tính theo dặm)
endowment,in'daumənt,sự cúng vốn cho (một tổ chức...); vốn cúng cho (một tổ chức...),"sự để vốn lại (cho vợ, con gái...); vốn để lại (cho vợ, con gái...)","tài năng, thiên tư"
spectroscopy,spek'trɔskəpi,"(vật lý) phổ học, quang phổ học",,
compel,kəm'pel,"buộc phải, bắt phải, bắt buộc, ép, thúc ép",,
reciprocal,ri'siprəkəl,"lẫn nhau, qua lại; có đi có lại, cả đôi bên","(toán học) đảo, thuận nghịch",(toán học) số đảo; hàm thuận nghịch
inasmuch,inəz'mʌtʃ,"vì, bởi vì","(từ cổ,nghĩa cổ) đến mức mà, đến trình độ mà",
commercially,,về phương diện thương mại,,
aeronautics,",eəreə'nɔ:tiks",hàng không học,,
supervisory,",sju:pə'vaizəri",giám sát,,
norwegian,nɔ:'wi:dʤən,(thuộc) Na-uy,người Na-uy,tiếng Na-uy
condemnation,",kɔndem'neiʃn","sự kết án, sự kết tội, sự xử phạt","sự chỉ trích, sự chê trách, sự lên án, sự quy tội",lý do để lên án
coordinator,,(Tech) điều hợp viên,,
thence,ðens,"từ đó, do đó, do đấy",,
shareholder,"'ʃeə,houldə",người có cổ phần,,
fundamentally,,về cơ bản,,
excise,ek'saiz,"thuế hàng hoá, thuế môn bài","sở thu thuế hàng hoá, sở thu thuế môn bài","đánh thuế hàng hoá, đánh thuế môn bài"
gel,dʤel,(hoá học) chất gien,,
pamphlet,'pæmflit,"Pamfơlê, cuốn sách nhỏ (bàn về một vấn đề thời sự...)",,
sterile,'sterail,"cằn cỗi, khô cằn","không sinh sản, không sinh đẻ, hiếm hoi","vô ích, không kết quả"
excavation,",ekskə'veiʃn",sự đào; hố đào,sự khai quật,
domination,",dɔmi'neiʃn",sự thống trị,"ưu thế, sự trội hơn; sức chi phối",
plaza,'plɑ:zə,quảng trường; nơi họp chợ (tại các thành phố ở Tây ban nha),,
prosecutor,prosecutor,"người khởi tố, bên nguyên",uỷ viên công tố,
saddle,'sædl,"yên ngựa, yên xe",đèo (giữa hai đỉnh núi),vật hình yên
cancellation,",kænse'leiʃn","sự bỏ, sự huỷ bỏ; sự xoá bỏ, sự bãi bỏ",dấu xoá bỏ,"(toán học) sự khử, sự ước lược"
theoretically,,về lý thuyết mà nói; về mặt lý thuyết,,
contend,kən'tend,"chiến đấu, đấu tranh","tranh giành, ganh đua","tranh cãi, tranh luận"
depletion,di'pli:ʃn,"sự tháo hết ra, sự rút hết ra, sự xả hết ra; sự làm rỗng không","sự làm suy yếu, sự làm kiệt (sức...)",(y học) sự tản máu; sự tiêu dịch
communal,'kɔmjunl,"công, chung, công cộng",(thuộc) công xã,(thuộc) các nhóm chủng tộc và tôn giáo đối lập ở một vùng (Ân-độ)
imposition,",impə'ziʃn",sự đánh thuế má,"sự bắt chịu, sự gánh vác; sự bắt theo; sự đòi hỏi quá đáng","sự lừa gạt, trò lừa gạt, trò bịp"
chronicle,'krɔnikl,sử biên niên; ký sự niên đại,"mục tin hằng ngày, mục tin thời sự (báo chí)",sự kiện lặt vặt; tin vặt (báo chí)
dissemination,"di,semi'neiʃn","sự gieo rắc, sự phổ biến",,
archbishop,'ɑ:tʃ'biʃəp,tổng giám mục,,
susceptibility,"sə,septə'biliti","tính nhạy cảm, tính dễ xúc cảm",(số nhiều) điểm dễ bị chạm nọc,
affinity,ə'finiti,"mối quan hệ, sự giống nhau về cấu trúc (giữa các loài vật, cây cỏ, ngôn ngữ)",sự giống nhau về tính tình,"quan hệ thân thuộc với họ nhà vợ, quan hệ thân thuộc với họ nhà chồng"
belgian,'beldʤn,(thuộc) Bỉ,người Bỉ,
durable,'djuərəbl,"bền, lâu bền",,
orchard,'ɔ:tʃəd,vườn cây ăn quả,,
compilation,",kɔmpi'leiʃn","sự biên soạn, sự sưu tập tài liệu","tài liệu biên soạn, tài liệu sưu tập",
plurality,pluə'ræliti,trạng thái nhiều,"số lớn, phần đông, đa số (phiếu bầu...)",sự kiêm nhiều chức vị; chức vị kiêm nhiệm
undue,'ʌn'dju:,"quá chừng, quá mức, thái quá","phi lý, trái lẽ","không đáng, không xứng đáng, không đáng được"
congressman,'kɔɳgresmən,"nghị sĩ (Mỹ,  Phi-líp-pin,  Châu mỹ la-tinh trừ Cu-ba)",,
modulation,,"sự uốn giọng, sự ngân nga, giọng lên xuống trầm bổng",<nhạc> sự chuyển giọng,<rađiô> sự điều biến
scrutiny,'skru:tini,"sự nhìn chăm chú, sự nhìn kỹ","sự xem xét kỹ lưỡng, sự nghiên cứu cẩn thận",sự kiểm tra lại phiếu (khi có sự sát nút hay nghi ngờ gian lận)
starch,'sta:tʃ,"bột, tinh bột",hố bột (để hồ vải),"(nghĩa bóng) sự cứng nhắc (tác phong, nghi thức...)"
spherical,'sferikəl,"cầu, (thuộc) hình cầu; có hình cầu",,
scottish,,(thuộc) xứ Xcốt-len; (thuộc) người Xcốt-len; (thuộc) phương ngữ tiếng Anh ở Xcốt-len,,
acetate,'æsitit,(hoá học) Axetat,,
appellate,ə'pelit,(pháp lý) (thuộc) chống án,,
bundle,'bʌndl,bó,"bọc, gói",(+ up) bó lại
chlorine,'klɔ:ri:n,(hoá học) clo,,
crystalline,'kristəlain,kết tinh,"bằng pha lê; giống pha lê, trong như pha lê",(giải phẫu) thể thuỷ tinh (mắt)
asphalt,'æsfælt,nhựa đường,rải nhựa đường,
agitation,",ædʤi'teiʃn","sự lay động, sự rung động, sự làm rung chuyển","sự khích động, sự xúc động, sự bối rối","sự suy đi tính lại, sự suy nghĩ lung (một vấn đề gì); sự thảo luận"
abolition,",æbə'liʃn","sự thủ tiêu, sự bãi bỏ, sự huỷ bỏ",,
hose,houz,(thương nghiệp) bít tất dài,(số nhiều) ống vòi,"lắp ống, lắp vòi"
fauna,fɔ:nə,hệ động vật,"danh sách động vật, động vật chí",
intellect,'intilekt,"khả năng hiểu biết, khả năng lập luận; trí tuệ, trí năng",sự hiểu biết,người hiểu biết; người tài trí
vocal,'voukəl,"(thuộc sự) phát âm, (thuộc) thanh âm",bằng miệng,"(thông tục) lớn tiếng, to tiếng, hay nói hay la"
solitary,'sɔlitəri,"một mình, cô độc, cô đơn; hiu quạnh, vắng vẻ","người ở ẩn, ẩn sĩ",
conclusive,kən'klu:siv,"cuối cùng, để kết thúc",để kết luận,"xác định, quyết định, thuyết phục được"
specificity,",spesi'fisiti","đặc trưng, nét riêng biệt",,
swedish,'swi:diʃ,(thuộc) Thuỵ điển,người Thuỵ điển,tiếng Thuỵ điển
inverse,'in'və:s,ngược lại,"(toán học) ngược, nghịch đảo",cái ngược lại; điều ngược lại
refined,ri'faind,nguyên chất (vàng),"đã lọc; đã tinh chế (đường, dầu)","lịch sự, tao nhã, tế nhị; có học thức (người)"
manifest,'mænifest,bản kê khai hàng hoá chở trên tàu (để nộp sở thuế quan),"rõ ràng, hiển nhiên","biểu lộ, biểu thị, bày tỏ, chứng tỏ"
otto,'ætə,tinh dầu hoa hồng,,
utmost,' tmoust,"xa nhất, cuối cùng","hết sức, vô cùng, tột bực, cực điểm","mức tối đa, cực điểm"
fetal,'fi:tl,"(thuộc) thai, (thuộc) bào thai",,
asbestos,æz'bestɔs,(khoáng chất) miăng,,
deficient,di'fiʃənt,"thiếu, thiếu hụt, không đầy đủ, không hoàn toàn","kém cỏi, bất tài, không đủ khả năng (làm công việc gì...)",
dragon,'drægən,con rồng,người canh giữ nghiêm ngặt (kho của báu...); bà đứng tuổi đi kèm trông nom các cô gái,"(kinh thánh) cá voi, cá kình, cá sấu, rắn"
hypothetical,,Cách viết khác : hypothetic,,
definitive,di'finitiv,cuối cùng; dứt khoát,,
brethren,'breðrin,anh em đồng ngũ; anh em đồng nghiệp; đồng bào,(tôn giáo) thầy dòng cùng môn phái,
thy,ðai,"(trước nguyên âm thine) (từ cổ,nghĩa cổ) của mày, của anh, của ngươi",,
preclude,pri'klu:d,"loại trừ, trừ bỏ; ngăn ngừa; đẩy xa",,
enlargement,in'lɑ:dʤmənt,"sự mở rộng, sự tăng lên, sự khuếch trương","phần mở rộng, phần thêm vào",ảnh phóng to
stance,stæns,"(thể dục,thể thao) thể đứng (đánh gôn,  crickê)","(từ Mỹ,nghĩa Mỹ) thái độ, lập trường",
elasticity,",elæs'tisiti","tính co giãn ((nghĩa đen) & (nghĩa bóng)), tính đàn hồi; tính mềm dẻo",tính nhún nhẩy,"tính bồng bột, tính bốc đồng"
aperture,'æpətjuə,"lỗ hổng, kẽ hở",lỗ ống kính (máy ảnh); độ mở,
cardinal,'kɑ:dinl,"chính, chủ yếu, cốt yếu",(ngôn ngữ học) (thuộc) số lượng,đỏ thắm
perpetual,pə'petjuəl,"vĩnh viễn, bất diệt",không ngừng,"suốt đời, chung thân"
appreciable,ə'pri:ʃəbl,có thể đánh giá được,thấy rõ được,
resemblance,ri'zembləns,sự giống nhau,,
practicable,'præktikəbl,"làm được, thực hiện được, thực hành được","dùng được, đi được, qua lại được (đường xá, bến phà)",(sân khấu) thực (cửa sổ...)
consequent,'kɔnsikwənt,"do ở, bởi ở, là hậu quả của, là kết quả của","hợp lý,  lôgíc","hậu quả tất nhiên, kết quả tất nhiên"
platinum,'plætinəm,"platin, bạch kim",,
coronary,'kɔrənəri,(giải phẫu) hình vành,,
indemnity,,sự bồi thường; tiền bồi thường,sự bảo đảm,sự miễn phạt
repeal,ri'pi:l,"sự huỷ bỏ, sự bâi bỏ (một đạo luật...)","huỷ bỏ, bâi bỏ (một đạo luật...)",
asylum,ə'sailəm,viện cứu tế,"nhà thương điên, bệnh viện tinh thần kinh ((cũng) clunatic asylum)","nơi trú ẩn, nơi ẩn náu; nơi nương náu"
foliage,'fouliidʤ,"(thực vật học) tán lá, bộ lá",hình trang trí hoa lá,
enlightenment,in'laitnmənt,"sự làm sáng tỏ, sự mở mắt",điều làm sáng tỏ,thời đại ánh sáng
cyclic,'saiklik,"tuần hoàn, theo chu kỳ",,
multitude,'mʌltitju:d,vô số,đám đông,"(the multitude) quần chúng, dân chúng"
crystal,'kristl,tinh thể,pha lê; đồ pha lê,"(thơ ca) vật trong suốt như pha lê (tuyết, nước, con mắt...)"
prone,prone,"úp, sấp; nằm sóng soài","ngả về, thiên về, có thiên hướng về","nghiêng, dốc (mặt đất...)"
chromatography,",kroumə'tɔgrəfi",phép ghi sắc,,
admissible,əb'misəbl,"có thể chấp nhận, có thể thừa nhận","có thể nhận, có thể thu nạp (vào chức vụ gì...); có thể kết nạp",
contingency,kən'tindʤənsi,"sự ngẫu nhiên, sự tình cờ; việc bất ngờ",món chi tiêu bất ngờ,
compartment,kəm'pɑ:tmənt,"gian, ngăn (nhà, toa xe lửa...)",(hàng hải) ngăn kín (nước không rỉ qua được) ((cũng) watertight compartment),(chính trị) một phần dự luật (để thảo luận trong một thời gian hạn định ở nghị viện Anh)
climatic,klai'mætik,"(thuộc) khí hậu, (thuộc) thời tiết",,
aforesaid,ə'fɔ:sed,"đã nói ở trên, đã nói đến trước đây",,
indicative,in'dikətiv,chỉ,"tỏ ra, ra ý, ngụ ý, biểu lộ, biểu thị",(ngôn ngữ học) indicative mood lối trình bày
continuance,kən'tinjuəns,"sự tiếp tục, sự tồn tại (một chủng tộc)","sự kéo dài, sự lâu dài",sự lưu lại lâu dài (ở một nơi nào); sự tiếp tục tình trạng
mobilization,",moubilai'zeiʃn","sự huy động, sự động viên",,
stationery,'steiʃnəri,đồ dùng văn phòng,,
acoustic,ə'ku:mitə,(thuộc) âm thanh; (thuộc) âm học,(thuộc) thính giác,
leakage,'li:kidʤ,"sự lọt qua, sự rỉ ra, sự rò ra, sự thoát ra","sự để lọt, sự để lộ",sự biến mất một cách phi pháp (tiền...)
forfeiture,'fɔ:fitʃə,"sự mất (vật gì vì bị tịch thu, quyền...)",sự tước,"cái bị mất, cái bị tước; tiền bạc"
fungi,'fʌɳgəs,nấm,cái mọc nhanh như nấm,(y học) nốt sùi
recurrent,ri'kʌrənt,"trở lại luôn, thường tái diễn, có định kỳ",(y học) hồi quy,
squadron,'skwɔdrən,(quân sự) đội kỵ binh,(hàng hải) đội tàu,(hàng không) đội máy bay
cam,kæm,(kỹ thuật) cam,,
explanatory,iks'plænətəri,"để giảng, để giảng giải, để giải nghĩa","để giải thích, để thanh minh",
revocation,",revə'keiʃn","sự huỷ bỏ, sự thủ tiêu (sắc lệnh, đạo luật...)",sự thu hồi (giấy phép),
geometric,dʤiə'metrik,(thuộc) hình học,,
plaster,'plɑ:stə,trát vữa (tường...); trát thạch cao,"phết đầy, dán đầy, bôi đầy, làm dính đầy","dán thuốc cao, đắp thuốc cao (một cái nhọt...); dán lên, đắp lên"
surety,'ʃuəti,người bảo đảm,"(từ hiếm,nghĩa hiếm) vật bảo đảm","(từ cổ,nghĩa cổ) sự chắc chắn"
aerospace,,không gian vũ trụ,,
viral,'vaiərəl,(thuộc) virut,,
lattice,'lætis,"lưới, rèm; hàng rào mắt cáo",,
imperialism,im'piəriəlizm,chủ nghĩa đế quốc,nước đế quốc,(sử học) sự thống trị của hoàng đế
speculative,'spekjulətiv,(thuộc) nghiên cứu; (thuộc) lý thuyết,"có tính chất suy đoán, có tính chất ức đoán",đầu cơ tích trữ
axial,'æksiəl,(thuộc) trục; quanh trục,,
universally,",ju:ni'və:səli","phổ thông, phổ biến","nhất trí, toàn thể",
flint,flint,đá lửa; viên đá lửa,vật cứng rắn,(xem) set
sanction,'sæɳkʃn,"sự phê chuẩn, sự thừa nhận; sự đồng ý",sự được phép của phong tục tập quán,"luật pháp, sắc lệnh"
resurrection,",rezə'rekʃn","sự làm sống lại, sự phục hồi lại (những phong tục cũ, những thói quen cũ...); sự phục hưng (nghệ thuật cũ...); sự gợi lại (kỷ niệm cũ...)",sự khai quật xác chết,(tôn giáo) (Resurrection) lễ Phục sinh
shit,ʃit,rác rưởi,suộc khuộng đi ỉa,
advantageous,",ædvən'teidʤəs","có lợi, thuận lợi",,
pollen,'pɔlin,(thực vật học) phấn hoa,"(thực vật học) cho thụ phấn, rắc phấn hoa",
epidemic,",epi'demik",dịch,bệnh dịch ((nghĩa đen) & (nghĩa bóng)),
workforce,,lực lượng lao động,,
rotor,'routə,"Rôto, khối quay (trong một máy phát điện)",cánh quạt (máy bay lên thẳng),
legitimacy,li'dʤitiməsi,tính hợp pháp,tính chính đáng; tính chính thống,
archaeological,",ɑ:kiə'lɔdʤikəl",(thuộc) khảo cổ học,,
unanimously,,"nhất trí, đồng lòng",,
saline,'seilain,"có muối; có tính chất như muối; mặn (nước, suối...)",(như) salina,"(y học) dung dịch muối, dung dịch muối đẳng trương"
apparel,ə'pærəl,đồ thêu trang trí trên áo thầy tu,"(từ cổ,nghĩa cổ) quần áo, y phục","(từ cổ,nghĩa cổ) đồ trang sức, đồ trang điểm"
deployment,di'plɔimənt,"(quân sự) sự dàn quân, sự triển khai",,
predecessor,'pri:disesə,"người đi trước, người đảm nhiệm trước, người phụ trách trước (công tác gì...)","bậc tiền bối, ông cha, tổ tiên",
exert,ig'zə:t,"dùng, sử dụng (sức mạnh, ảnh hưởng...)",,
austrian,'ɔstriən,(thuộc) nước Ao,người Ao,
arthritis,ɑ:'θraitis,(y học) viêm khớp,,
delinquency,di'liɳkwənsi,"tội, tội lỗi; sự phạm tội, sự phạm pháp","sự chểnh mảng, sự lơ là nhiệm vụ","(từ Mỹ,nghĩa Mỹ) món nợ không trả đúng kỳ hạn; món thuế không đúng kỳ hạn"
